file,bytes,checksum
data/raw_data/referencedata/lookUp.csv,2028884,fa52576c4f3fbb8c1b6e54663b779749
data/raw_data/countydata/tus_hse_berkshire.csv,330282959,c32e95621c0184a75cb503318e1c78d6
data/raw_data/countydata/tus_hse_lancashire.gz,61582705,ca19a2f2b93176cc5b000948b6fbdd08
data/raw_data/countydata/tus_hse_kent.csv,584183579,0270f23ad3e3e93873b2d075b78a8b88
data/raw_data/countydata/tus_hse_oxfordshire.csv,219389770,ae7829662363beb6c9c009665fdc4a6e
data/raw_data/countydata/tus_hse_greater-london.csv,3011898643,a539f88db01e633e519bdad25cbba4a7
data/raw_data/countydata/tus_hse_rutland.csv,14643297,853b2a76c6bae66072a5d064828e25d9
data/raw_data/countydata/tus_hse_lincolnshire.csv,399837205,003f36ee18d5da26f1043735bfe07cc8
data/raw_data/countydata/tus_hse_nottinghamshire.gz,43320584,b2e9009ca9e768310a183e846997c458
data/raw_data/countydata/tus_hse_nottinghamshire.csv,366009641,470166c69ac3815335101b2dc71047c5
data/raw_data/countydata/tus_hse_north-yorkshire.gz,42542339,b95498a92b153398c8f74b2f80edd71f
data/raw_data/countydata/tus_hse_lincolnshire.gz,50453755,d5b30e72f2be5a8645be339c8de2ab28
data/raw_data/countydata/tus_hse_gloucestershire.csv,337887822,03705bc4e0c85189d6a7f5583a8da4d8
data/raw_data/countydata/tus_hse_cambridgeshire.gz,39149801,8a9778ad6110689c5194204414a6d93d
data/raw_data/countydata/tus_hse_south-yorkshire.csv,448170457,470583e9b1c17236305bbec18df6de1a
data/raw_data/countydata/tus_hse_northamptonshire.csv,242934823,1a8fae1991c74427f5448a73df01b128
data/raw_data/countydata/._tus_hse_cambridgeshire.csv,176,c4749c736a915e0f98d2e45a15991007
data/raw_data/countydata/tus_hse_northumberland.csv,110076962,8099e4aa0df54e1af4985ede74677054
data/raw_data/countydata/tus_hse_essex.csv,666581232,cf27326c64ff2ee6e565e0a38d5802b5
data/raw_data/countydata/tus_hse_east-sussex.csv,312053067,1f28aadb585cc71fba3f2a19f1030ac5
data/raw_data/countydata/tus_hse_west-midlands.gz,92076122,e57cff32c95196dd655c8ec33fc59049
data/raw_data/countydata/tus_hse_cumbria.csv,182813872,150e2d8ab20c9849d0a039e24da5298a
data/raw_data/countydata/tus_hse_merseyside.gz,60873961,579f1b355b84ac728152ebe75adc20b0
data/raw_data/countydata/tus_hse_leicestershire.gz,48488586,b25a8f513f053f1893fbd5b2104229d3
data/raw_data/countydata/tus_hse_cumbria.gz,23415945,fbcc6d9998399e46258ea3af26b9bb18
data/raw_data/countydata/tus_hse_greater-london.gz,367627228,86a60a43a4bf8b3ee7d38efd84b56b5a
data/raw_data/countydata/tus_hse_cheshire.gz,48255541,386a75c6284231d5fd3eab55f3ec9c72
data/raw_data/countydata/tus_hse_essex.gz,84364797,4468380014aba8f8a348d0970df6cf01
data/raw_data/countydata/._tus_hse_worcestershire.csv,176,b14afc4bc14a520f8929d1f004dea335
data/raw_data/countydata/tus_hse_gloucestershire.gz,42413689,32d57b5414c4525347313c936a9e43e8
data/raw_data/countydata/tus_hse_lancashire.csv,499092841,08c671a8165b6a46887891691d2538df
data/raw_data/countydata/tus_hse_staffordshire.gz,42964674,a49d0162cec1d3c8e1c33b5a37cd9e86
data/raw_data/countydata/tus_hse_south-yorkshire.gz,51642322,f658d398f527186eba49164ba84f59c0
data/raw_data/countydata/tus_hse_devon.csv,439451462,b89159f3f321d4da82d5cb412750fef1
data/raw_data/countydata/tus_hse_kent.gz,70007859,8913c171b8b4d5292a377c7b62239fbd
data/raw_data/countydata/tus_hse_west-yorkshire.gz,105428330,b90f3292c9171f237970ed9bb76c7053
data/raw_data/countydata/tus_hse_cheshire.csv,389880825,02eeba3a28d1483fb6209714ea7461d3
data/raw_data/countydata/tus_hse_warwickshire.gz,35843963,0c70120ca7acd48b66cd82b19239665c
data/raw_data/countydata/tus_hse_hampshire.gz,85112026,3a6624e0a87df01201423e324cd9d827
data/raw_data/countydata/tus_hse_cambridgeshire.csv,313276715,beace3112c85dad444e9dc37e45267ae
data/raw_data/countydata/tus_hse_derbyshire.csv,383558674,79adc3bcec5229f86f5f8e04c2e67184
data/raw_data/countydata/tus_hse_suffolk.csv,271862497,45e6e9bbba0d27cf2918cebd6ec9d732
data/raw_data/countydata/tus_hse_northamptonshire.gz,29486119,4f0549ae9686c0f4a7d8c0d7baaa07cf
data/raw_data/countydata/tus_hse_west-midlands.csv,794345365,b13edffb841746b903d920d564454888
data/raw_data/countydata/tus_hse_buckinghamshire.gz,35614922,e62a5a0693c49644484f5b4696197ed2
data/raw_data/countydata/._tus_hse_somerset.csv,176,c673479f2feed7037db3d9266e665a10
data/raw_data/countydata/tus_hse_dorset.csv,283837985,8270c7c2e06c40a2017938874fdc15c1
data/raw_data/countydata/tus_hse_worcestershire.gz,27185671,faf2e19d16f2b28ae50428243b27f140
data/raw_data/countydata/tus_hse_merseyside.csv,499461838,34abe5339077a46380471e869a37bfa5
data/raw_data/countydata/tus_hse_tyne-and-wear.gz,43290893,ac7f22ef1d04484a6a53aa5cb4135d34
data/raw_data/countydata/tus_hse_suffolk.gz,34056924,5deab6e45a5198097a2a870d49def3db
data/raw_data/countydata/tus_hse_hertfordshire.csv,430093135,19f33238b69aa6c08a5a31f54aa8e520
data/raw_data/countydata/tus_hse_greater-manchester.gz,104266645,039cd296beb4e74913e50943b3237b0d
data/raw_data/countydata/tus_hse_bedfordshire.csv,244801432,87e27b1430cf108e113b7cb1e45011f9
data/raw_data/countydata/tus_hse_west-yorkshire.csv,853587721,a041ba65b9760e75e2db1733dc9c569f
data/raw_data/countydata/tus_hse_berkshire.gz,41242453,eb513f4c58e1ae735d437d33f8c98189
data/raw_data/countydata/tus_hse_surrey.gz,49721663,dfb02af299bdcfa1f885e3524d6e3783
data/raw_data/countydata/tus_hse_cornwall.csv,213065472,e858b8b9389e6aa42fdd154e5d7b0756
data/raw_data/countydata/tus_hse_isle-of-wight.gz,6450320,d1e6b73200bd38a428d3d98fdc7dfa01
data/raw_data/countydata/tus_hse_devon.gz,55375126,9676e881bb059688f3844febdce704e6
data/raw_data/countydata/tus_hse_bristol.csv,172441078,a555fe7cfb00aa4102782c316fb065ff
data/raw_data/countydata/tus_hse_durham.gz,42525003,46eb5429c5d6f62b460bb931dacc2dd3
data/raw_data/countydata/tus_hse_somerset.gz,36443364,8d0f4c042ef2235a500e17bf2d898cff
data/raw_data/countydata/tus_hse_wiltshire.csv,258391453,5638362888d6c6e406798d4c52760301
data/raw_data/countydata/tus_hse_bristol.gz,20598444,168f0c2b7c8390fb9d8e98cc97458fd0
data/raw_data/countydata/tus_hse_herefordshire.csv,71995068,2a23b951d6dfd55365983026b3edaf7c
data/raw_data/countydata/._tus_hse_berkshire.csv,176,dfab0a473653b1c2fab44effcaed5326
data/raw_data/countydata/tus_hse_west-sussex.csv,315091595,ba254acf4e06fc783dc827dfe4fe3e9a
data/raw_data/countydata/tus_hse_hampshire.csv,680914000,1406ad8ae363fae57e7036bd2469d4b6
data/raw_data/countydata/tus_hse_norfolk.csv,311949258,f9dbff8084678c88fd8e26bab407f133
data/raw_data/countydata/tus_hse_shropshire.csv,162596506,abb350833aacff3a9dd1020645bdad15
data/raw_data/countydata/tus_hse_dorset.gz,36043733,58e8d044ef8a2b8adcbe4af8b856856d
data/raw_data/countydata/tus_hse_rutland.gz,1892833,28737481045c50e3da91a9cb25f019f3
data/raw_data/countydata/tus_hse_somerset.csv,306491401,04465468723fa4c7556dec7a4e6363d1
data/raw_data/countydata/tus_hse_east-yorkshire-with-hull.csv,217274541,c24f592ab5cb6dc1ca1c23288cbf659d
data/raw_data/countydata/tus_hse_east-sussex.gz,39164069,47fb75578c32d8f52e353350aba90f22
data/raw_data/countydata/._tus_hse_bedfordshire.csv,176,3e1d99e96f898952845cf3afb3f6299a
data/raw_data/countydata/tus_hse_leicestershire.csv,389336666,107964bab2ceb41d21d140d87890a038
data/raw_data/countydata/tus_hse_derbyshire.gz,48516265,ddab4d9853ed2a7989c16642cc705566
data/raw_data/countydata/tus_hse_tyne-and-wear.csv,365368841,8f341865c25afa6123d46e9950b18d7f
data/raw_data/countydata/tus_hse_herefordshire.gz,9028952,f5afdf8ccb302f61d197101243f43a57
